,content,engine,positions,pretty_url,pubdate,score,title,url,searchvalue,searchquery,ResponseCategory,country,contentDate,Date
104,"16 janv. 2017 ... L'éternelle capitale de la fête en Israël peut vous donner l'impression d'un ... Quand vous en aurez fini avec les plages et les restaurants, il est ...",startpage,[5],https://www.timeout.fr/israel/fr/bars/[...]les-meilleurs-bars-de-la-ville-blanche,,0.2,Les meilleurs bars et clubs de Tel-Aviv pour consommer la nuit sans ...,https://www.timeout.fr/israel/fr/bars/vie-nocturne-a-tel-aviv-les-meilleurs-bars-de-la-ville-blanche,bars+restaurants,israel+bars+restaurants,restaurants,israel,"16 janv. 2017 L'éternelle capitale de la fête en Israël peut vous donner l'impression d'un Quand vous en aurez fini avec les plages et les restaurants, il est",
105,"Si oui direction le Vicky Cristina, l'un des bars à tapas et bar à vin les plus tendances de Tel Aviv ! Situé dans le quartier de la Tahana (bâtiment n°17), au sud de ...",startpage,[6],https://www.tourdumonde.fr/recits/isra[...]aurants-ou-bien-manger-a-tel-aviv-8696,,0.16666666666666666,Israël : 5 restaurants où bien manger à Tel Aviv ! - TourDuMonde.fr ...,https://www.tourdumonde.fr/recits/israel-5-restaurants-ou-bien-manger-a-tel-aviv-8696,bars+restaurants,israel+bars+restaurants,restaurants,israel,"Si oui direction le Vicky Cristina, l'un des bars à tapas et bar à vin les plus tendances de Tel Aviv ! Situé dans le quartier de la Tahana (bâtiment n°17), au sud de",
106,"Aroma Espresso Bar – espresso and coffee chain with 125 branches in Israel and branches in the United States, Canada, Kazakhstan, Romania, and Ukraine.",startpage,[7],https://en.wikipedia.org/wiki/List_of_restaurants_in_Israel,,0.14285714285714285,List of restaurants in Israel - Wikipedia,https://en.wikipedia.org/wiki/List_of_restaurants_in_Israel,bars+restaurants,israel+bars+restaurants,restaurants,israel,"Aroma Espresso Bar – espresso and coffee chain with 125 branches in Israel and branches in the United States, Canada, Kazakhstan, Romania, and Ukraine.",
107,"More alcogel and antiseptic wet wipes have been sold in Israel in recent weeks than in all of ... Consumer goods / Photo: Bar Lavi , Globes.",startpage,[8],https://en.globes.co.il/en/article-sal[...]er-products-in-israel-up-45-1001322818,2020-03-23 01:26:42,0.125,Sales of consumer products in Israel up 45% - Globes,https://en.globes.co.il/en/article-sales-of-consumer-products-in-israel-up-45-1001322818,bars+restaurants,israel+bars+restaurants,restaurants,israel,"More alcogel and antiseptic wet wipes have been sold in Israel in recent weeks than in all of Consumer goods / Photo: Bar Lavi , Globes.",2020-03-23 01:26:42
108,"Trouver un restaurant en Israël. Tous les articles sur les meilleurs restaurants insolites en Israël : les bons bistrots en Israël, ceux qu'on peut éviter également.",startpage,[9],http://www.gillespudlowski.com/recherche/Restaurants/0/Isra%C3%ABl/,,0.1111111111111111,Les restaurants en Israël | Le blog de Gilles Pudlowski – Les Pieds ...,http://www.gillespudlowski.com/recherche/Restaurants/0/Isra%C3%ABl/,bars+restaurants,israel+bars+restaurants,restaurants,israel,"Trouver un restaurant en Israël. Tous les articles sur les meilleurs restaurants insolites en Israël : les bons bistrots en Israël, ceux qu'on peut éviter également.",
109,Restaurez-vous dans l'un des cinq bars et restaurants. Restez en forme dans la salle de sport entièrement équipée ou ressourcez-vous au spa.,startpage,[10],https://www.hiltonhotels.com/fr_FR/israel/hilton-tel-aviv/,,0.1,"Hôtels à Tel Aviv - Tel Aviv, Israël - Hilton Hotels and Resorts",https://www.hiltonhotels.com/fr_FR/israel/hilton-tel-aviv/,bars+restaurants,israel+bars+restaurants,restaurants,israel,Restaurez-vous dans l'un des cinq bars et restaurants. Restez en forme dans la salle de sport entièrement équipée ou ressourcez-vous au spa.,
110,"France and Israel moved on Saturday to close restaurants, cafes, movie ... Italy tightens coronavirus shutdown, closes all businesses except pharmacies and ... Schools, bars and restaurants were ordered to close in Spain on ...",startpage,[1],https://www.axios.com/coronavirus-isra[...]6793a-7c15-4618-99da-077b9ecf2575.html,2020-03-14 00:00:00,1.0,Israel and France to close restaurants and cafes - Axios,https://www.axios.com/coronavirus-israel-france-pandemic-cfa6793a-7c15-4618-99da-077b9ecf2575.html,closed+bars+restaurants,israel+closed+bars+restaurants,restaurants,israel,"France and Israel moved on Saturday to close restaurants, cafes, movie Italy tightens coronavirus shutdown, closes all businesses except pharmacies and Schools, bars and restaurants were ordered to close in Spain on",2020-03-14 00:00:00
111,"An Israeli woman shops at a supermarket in Jerusalem on March 14, ... those that provide takeout — along with bars, pubs and dance clubs. ... It confirmed that all restaurants and entertainment venues would be closed, save ...",startpage,[2],https://www.timesofisrael.com/no-more-[...]yer-quorums-the-new-virus-regulations/,2020-03-15 00:00:00,0.5,"No more daycare, restaurants, gyms or shopping malls: The new ...",https://www.timesofisrael.com/no-more-daycare-restaurants-gyms-or-prayer-quorums-the-new-virus-regulations/,closed+bars+restaurants,israel+closed+bars+restaurants,restaurants,israel,"An Israeli woman shops at a supermarket in Jerusalem on March 14, those that provide takeout — along with bars, pubs and dance clubs. It confirmed that all restaurants and entertainment venues would be closed, save",2020-03-15 00:00:00
112,Get The Times of Israel's Daily Edition by email and never miss our top stories ... All bars and restaurants in Ohio are closed until further notice.,startpage,[3],https://www.timesofisrael.com/partys-o[...]tes-close-bars-restaurants-over-virus/,2020-03-16 00:00:00,0.3333333333333333,"Party's over: 4 US states close bars, restaurants over virus | The ...",https://www.timesofisrael.com/partys-over-4-us-states-close-bars-restaurants-over-virus/,closed+bars+restaurants,israel+closed+bars+restaurants,restaurants,israel,Get The Times of Israel's Daily Edition by email and never miss our top stories All bars and restaurants in Ohio are closed until further notice.,2020-03-16 00:00:00
113,"New York's Kosher Restaurants Feeling the Pinch as Coronavirus Pandemic Closes Bars, Eateries Across City ...",startpage,[4],https://www.algemeiner.com/2020/03/16/[...]emic-closes-bars-eateries-across-city/,2020-03-16 00:00:00,0.25,New York's Kosher Restaurants Feeling the Pinch as Coronavirus ...,https://www.algemeiner.com/2020/03/16/new-yorks-kosher-restaurants-feeling-the-pinch-as-coronavirus-pandemic-closes-bars-eateries-across-city/,closed+bars+restaurants,israel+closed+bars+restaurants,restaurants,israel,"New York's Kosher Restaurants Feeling the Pinch as Coronavirus Pandemic Closes Bars, Eateries Across City",2020-03-16 00:00:00
114,"Bar, Pub. “Every Tuesday is an Israeli night”. 15. Ahuva BaShuk. (36). Closed Now. Bar, Mediterranean$$ - $$$. 3.3 mi. Tel Aviv. “Graet food and fantastic beer”.",startpage,[5],https://www.tripadvisor.com/Restaurant[...]-zfg11776-Holon_Tel_Aviv_District.html,,0.2,THE 10 BEST Restaurants in Holon - Updated March 2020 ...,https://www.tripadvisor.com/Restaurants-g1010800-zfg11776-Holon_Tel_Aviv_District.html,closed+bars+restaurants,israel+closed+bars+restaurants,restaurants,israel,"Bar, Pub. “Every Tuesday is an Israeli night”. 15. Ahuva BaShuk. (36). Closed Now. Bar, Mediterranean$$ - $$$. 3.3 mi. Tel Aviv. “Graet food and fantastic beer”.",
115,"This is a list of restaurants in Israel. In 2007 there were about 4,400 food and beverage vendors ... Pizza – operating 57 locations around Israel until 2007 out of 16,000 worldwide; KFC – operated 10 branches in Israel before closing in 2012. ... ""Mike's Place Bars - Nightlife Hot Spots, The Best Bars For Live Music In Israel"".",startpage,[6],https://en.wikipedia.org/wiki/List_of_restaurants_in_Israel,,0.16666666666666666,List of restaurants in Israel - Wikipedia,https://en.wikipedia.org/wiki/List_of_restaurants_in_Israel,closed+bars+restaurants,israel+closed+bars+restaurants,restaurants,israel,"This is a list of restaurants in Israel. In 2007 there were about 4,400 food and beverage vendors Pizza – operating 57 locations around Israel until 2007 out of 16,000 worldwide; KFC – operated 10 branches in Israel before closing in 2012. ""Mike's Place Bars - Nightlife Hot Spots, The Best Bars For Live Music In Israel"".",
116,"NYC Mayor Shutters All Bars, Restaurants and Closes Nation's Largest ... on Sunday announced the closure of all bars and restaurants in the city except for ... He is a veteran of the Israeli Defense Forces and a trained violist.",startpage,[7],https://www.nationalreview.com/news/ny[...]ations-largest-public-school-district/,2020-03-16 00:00:00,0.14285714285714285,"NYC Mayor Shutters All Bars, Restaurants and Closes Nation's ...",https://www.nationalreview.com/news/nyc-mayor-shutters-all-bars-restaurants-and-closes-nations-largest-public-school-district/,closed+bars+restaurants,israel+closed+bars+restaurants,restaurants,israel,"NYC Mayor Shutters All Bars, Restaurants and Closes Nation's Largest on Sunday announced the closure of all bars and restaurants in the city except for He is a veteran of the Israeli Defense Forces and a trained violist.",2020-03-16 00:00:00
117,"L.A. Bars, Restaurants Closed for Two Weeks Due to Coronavirus ... who attended the America Israel Public Affairs Committee (AIPAC) policy ...",startpage,[8],https://jewishjournal.com/news/los_ang[...]osed-for-two-weeks-due-to-coronavirus/,2020-03-16 00:00:00,0.125,"L.A. Bars, Restaurants Closed for Two Weeks Due to Coronavirus",https://jewishjournal.com/news/los_angeles/312167/l-a-bars-restaurants-closed-for-two-weeks-due-to-coronavirus/,closed+bars+restaurants,israel+closed+bars+restaurants,restaurants,israel,"L.A. Bars, Restaurants Closed for Two Weeks Due to Coronavirus who attended the America Israel Public Affairs Committee (AIPAC) policy",2020-03-16 00:00:00
118,"Effective immediately, Spain is also closing all restaurants, bars, hotels, ... Israel will impose a partial shutdown of its economy beginning ...",startpage,[9],https://www.cnbc.com/2020/03/14/corona[...]-apple-shuts-stores-outside-china.html,2020-03-14 00:00:00,0.1111111111111111,"France closes most stores on coronavirus fears, Spain imposes ...",https://www.cnbc.com/2020/03/14/coronavirus-live-updates-florida-cases-increase-apple-shuts-stores-outside-china.html,closed+bars+restaurants,israel+closed+bars+restaurants,restaurants,israel,"Effective immediately, Spain is also closing all restaurants, bars, hotels, Israel will impose a partial shutdown of its economy beginning",2020-03-14 00:00:00
119,"New York City schools and restaurants and bars will close this week. ... More than a dozen states have already closed schools, creating ... [Read: To track coronavirus, Israel moves to tap secret trove of cellphone data.].",startpage,[10],https://www.nytimes.com/2020/03/15/world/coronavirus-live.html,2020-03-15 00:00:00,0.1,"C.D.C. Gives New Guidelines, New York to Close Restaurants and ...",https://www.nytimes.com/2020/03/15/world/coronavirus-live.html,closed+bars+restaurants,israel+closed+bars+restaurants,restaurants,israel,"New York City schools and restaurants and bars will close this week. More than a dozen states have already closed schools, creating [Read: To track coronavirus, Israel moves to tap secret trove of cellphone data.].",2020-03-15 00:00:00
120,"Fridays (closed) Saturdays - all businesses are closed on Saturdays apart from restaurants, coffee bars, cinemas and shopping centers near the large cities.",startpage,[1],http://www.worldwide-tax.com/israel/isrbusiness.asp,,1.0,Israel Business Opening Hours - The WorldWide-Tax.Com,http://www.worldwide-tax.com/israel/isrbusiness.asp,Business+close,israel+Business+close,Business,israel,"Fridays (closed) Saturdays - all businesses are closed on Saturdays apart from restaurants, coffee bars, cinemas and shopping centers near the large cities.",
121,"""Mass layoffs and hotels closing down - the hotel sector in Israel is on the brink of ... Gov't to set up NIS 4b fund to help virus-hit businesses.",startpage,[2],https://en.globes.co.il/en/article-isr[...]hotels-on-brink-of-collapse-1001321145,2020-03-09 00:00:00,0.5,"""Israel's hotels on brink of collapse"" - Globes",https://en.globes.co.il/en/article-israels-hotels-on-brink-of-collapse-1001321145,Business+close,israel+Business+close,Business,israel,"""Mass layoffs and hotels closing down - the hotel sector in Israel is on the brink of Gov't to set up NIS 4b fund to help virus-hit businesses.",2020-03-09 00:00:00
122,"What will coronavirus do to home prices? ""Globes"" investigates the cost of a closure on Judea and Samaria, why construction projects in advanced stages are ...",startpage,[3],https://en.globes.co.il/,,0.3333333333333333,Globes - Israel Business News,https://en.globes.co.il/,Business+close,israel+Business+close,Business,israel,"What will coronavirus do to home prices? ""Globes"" investigates the cost of a closure on Judea and Samaria, why construction projects in advanced stages are",
123,"Official holiday, businesses close around noon on the holiday's eve. Absolutely all businesses nationwide are closed. Virtually no traffic on the streets with the ...",startpage,[4],https://en.wikipedia.org/wiki/Public_holidays_in_Israel,,0.25,Public holidays in Israel - Wikipedia,https://en.wikipedia.org/wiki/Public_holidays_in_Israel,Business+close,israel+Business+close,Business,israel,"Official holiday, businesses close around noon on the holiday's eve. Absolutely all businesses nationwide are closed. Virtually no traffic on the streets with the",
124,"Israeli Business culture principles: first contact, greeting, introduce oneself, behaving, dress code, companies, banks and public services opening and closing ...",startpage,[5],https://santandertrade.com/en/portal/e[...]ish-overseas/israel/business-practices,,0.2,Business practices in Israel - Santandertrade.com,https://santandertrade.com/en/portal/establish-overseas/israel/business-practices,Business+close,israel+Business+close,Business,israel,"Israeli Business culture principles: first contact, greeting, introduce oneself, behaving, dress code, companies, banks and public services opening and closing",
125,Twenty-four Israeli patients in serious condition □ Palestinian PM orders lockdown in West Bank □ Gaza confirms first coronavirus cases.,startpage,[6],https://www.haaretz.com/israel-news/do[...]ine-after-arriving-in-israel-1.8689682,2020-03-24 01:26:45,0.16666666666666666,"Palestinian PM orders West Bank lockdown; more than 1,000 ...",https://www.haaretz.com/israel-news/dozens-of-new-york-hasidic-jews-in-coronavirus-quarantine-after-arriving-in-israel-1.8689682,Business+close,israel+Business+close,Business,israel,Twenty-four Israeli patients in serious condition □ Palestinian PM orders lockdown in West Bank □ Gaza confirms first coronavirus cases.,2020-03-24 01:26:45
126,"Starting from early on Friday afternoon, businesses, shops, and most restaurants begin to close. Some non-Kosher restaurants remain open during Shabbat, ...",startpage,[7],https://www.touristisrael.com/shabbat-in-jerusalem/11023/,,0.14285714285714285,Shabbat in Jerusalem | Tourist Israel,https://www.touristisrael.com/shabbat-in-jerusalem/11023/,Business+close,israel+Business+close,Business,israel,"Starting from early on Friday afternoon, businesses, shops, and most restaurants begin to close. Some non-Kosher restaurants remain open during Shabbat,",
127,Israel Business Weekly is a magazine program bringing you an insider's look into the latest break-throughs out of the 'Start Up Nation' and the vibrant and broad ...,startpage,[8],https://video.i24news.tv/page/5d3d6abc23eec6001bb957b1,,0.125,Israel Business Weekly | I24NEWS,https://video.i24news.tv/page/5d3d6abc23eec6001bb957b1,Business+close,israel+Business+close,Business,israel,Israel Business Weekly is a magazine program bringing you an insider's look into the latest break-throughs out of the 'Start Up Nation' and the vibrant and broad,
128,Among the new measures Prime Minister Benjamin Netanyahu will announce this evening to restrict travel to work and the closure of many ...,startpage,[9],https://www.timesofisrael.com/liveblog[...]of-businesses-restrict-travel-to-work/,2020-03-14 00:00:00,0.1111111111111111,"Israel said set to order closing of malls, cafes, many businesses ...",https://www.timesofisrael.com/liveblog_entry/israel-to-reportedly-order-closing-of-businesses-restrict-travel-to-work/,Business+close,israel+Business+close,Business,israel,Among the new measures Prime Minister Benjamin Netanyahu will announce this evening to restrict travel to work and the closure of many,2020-03-14 00:00:00
129,Comprehensive list of Public Public Holidays that are celebrated in Israel during ... on intermediate dates; many shops and businesses may open but close early.,startpage,[10],https://www.officeholidays.com/countries/israel/2020,,0.1,Public Holidays in Israel in 2020 | Office Holidays,https://www.officeholidays.com/countries/israel/2020,Business+close,israel+Business+close,Business,israel,Comprehensive list of Public Public Holidays that are celebrated in Israel during on intermediate dates; many shops and businesses may open but close early.,
130,"Israeli's Benjamin Netanyahu ordered the closing of non-essential businesses and advised workers to stay away from offices, the latest steps ...",startpage,[1],https://www.bloomberg.com/news/article[...]down-of-economy-in-fight-against-virus,2020-03-14 00:00:00,1.0,Israel Orders Partial Shutdown of Economy in Fight Against Virus ...,https://www.bloomberg.com/news/articles/2020-03-14/israel-orders-partial-shutdown-of-economy-in-fight-against-virus,Business+shut+down,israel+Business+shut+down,Business,israel,"Israeli's Benjamin Netanyahu ordered the closing of non-essential businesses and advised workers to stay away from offices, the latest steps",2020-03-14 00:00:00
131,Israel is set to essentially shut down business activity in the country for at least five weeks as the government steps up measures to combat the ...,startpage,[2],https://www.ynetnews.com/article/BJAShO9rI,2020-03-14 00:00:00,0.5,Israel to shut down most business activity for 5 weeks to combat ...,https://www.ynetnews.com/article/BJAShO9rI,Business+shut+down,israel+Business+shut+down,Business,israel,Israel is set to essentially shut down business activity in the country for at least five weeks as the government steps up measures to combat the,2020-03-14 00:00:00
132,Netanyahu is concerned by the severe economic damages implicated by public health recommendations to close business and limit ...,startpage,[3],https://www.haaretz.com/israel-news/.p[...]ontain-spread-of-coronavirus-1.8674245,2020-03-14 00:00:00,0.3333333333333333,Israel deliberating economic shutdown to contain spread of ...,https://www.haaretz.com/israel-news/.premium-israel-deliberating-economic-shutdown-to-contain-spread-of-coronavirus-1.8674245,Business+shut+down,israel+Business+shut+down,Business,israel,Netanyahu is concerned by the severe economic damages implicated by public health recommendations to close business and limit,2020-03-14 00:00:00
133,"The Finance Ministry has vowed to support small businesses and independent workers with grants of NIS 6,000 ($1,500). The independent ...",startpage,[4],https://www.timesofisrael.com/partial-[...]ndependent-workers-over-nis-3-billion/,2020-03-17 00:00:00,0.25,"Partial shutdown set to cost 170,000 independent Israeli workers ...",https://www.timesofisrael.com/partial-shutdown-expected-to-cost-170000-independent-workers-over-nis-3-billion/,Business+shut+down,israel+Business+shut+down,Business,israel,"The Finance Ministry has vowed to support small businesses and independent workers with grants of NIS 6,000 ($1,500). The independent",2020-03-17 00:00:00
134,"Netanyahu will choice between ordering a general shutdown of the ... Israel said set to order closing of malls, cafes, many businesses, restrict ...",startpage,[5],https://www.timesofisrael.com/liveblog-march-14-2020/,2020-03-14 00:00:00,0.2,"As courts put on emergency footing, speculation Netanyahu trial ...",https://www.timesofisrael.com/liveblog-march-14-2020/,Business+shut+down,israel+Business+shut+down,Business,israel,"Netanyahu will choice between ordering a general shutdown of the Israel said set to order closing of malls, cafes, many businesses, restrict",2020-03-14 00:00:00
135,"(Bloomberg) -- Israeli's Benjamin Netanyahu ordered the closing of non-essential businesses and advised workers to stay away from offices, ...",startpage,[6],https://www.bloombergquint.com/politic[...]down-of-economy-in-fight-against-virus,2020-03-15 00:00:00,0.16666666666666666,Israel Orders Partial Shutdown of Economy in Fight Against Virus,https://www.bloombergquint.com/politics/israel-orders-partial-shutdown-of-economy-in-fight-against-virus,Business+shut+down,israel+Business+shut+down,Business,israel,"(Bloomberg) -- Israeli's Benjamin Netanyahu ordered the closing of non-essential businesses and advised workers to stay away from offices,",2020-03-15 00:00:00
136,"Conexx, the American Israel Business Connector in Atlanta, ... amid the coronavirus shutdown in an effort to prepare to support companies after ...",startpage,[7],https://www.globalatlanta.com/israel-c[...]preps-for-move-amid-covid-19-shutdown/,2020-03-24 01:26:47,0.14285714285714285,"Israel Chamber Works Remotely, Preps for Move Amid Covid-19 ...",https://www.globalatlanta.com/israel-chamber-works-remotely-preps-for-move-amid-covid-19-shutdown/,Business+shut+down,israel+Business+shut+down,Business,israel,"Conexx, the American Israel Business Connector in Atlanta, amid the coronavirus shutdown in an effort to prepare to support companies after",2020-03-24 01:26:47
137,"Israel's prime minister has shut down the courts and ordered the ... New York Times reported Monday, of records from cellphone companies, ...",startpage,[8],https://www.nytimes.com/2020/03/18/wor[...]middleeast/israel-virus-netanyahu.html,2020-03-18 00:00:00,0.125,Netanyahu's Bold Moves: Fighting a Virus or Risking Democracy ...,https://www.nytimes.com/2020/03/18/world/middleeast/israel-virus-netanyahu.html,Business+shut+down,israel+Business+shut+down,Business,israel,"Israel's prime minister has shut down the courts and ordered the New York Times reported Monday, of records from cellphone companies,",2020-03-18 00:00:00
138,Police track down quarantine evaders through technology and tip-offs. ... forced people to go to the hospital and shut down businesses. It's risky ...,startpage,[9],https://www.ft.com/content/2775dbbc-6d26-11ea-89df-41bea055720b,2020-03-25 01:26:47,0.1111111111111111,Israel relies on nosy neighbours to keep virus in check,https://www.ft.com/content/2775dbbc-6d26-11ea-89df-41bea055720b,Business+shut+down,israel+Business+shut+down,Business,israel,Police track down quarantine evaders through technology and tip-offs. forced people to go to the hospital and shut down businesses. It's risky,2020-03-25 01:26:47
139,"This list of companies and startups in Israel that have ceased operating provides data on their funding history, investment activities, and acquisition trends.",startpage,[10],https://www.crunchbase.com/hub/closed-israel-companies,,0.1,List of top Closed Israel Companies | Crunchbase,https://www.crunchbase.com/hub/closed-israel-companies,Business+shut+down,israel+Business+shut+down,Business,israel,"This list of companies and startups in Israel that have ceased operating provides data on their funding history, investment activities, and acquisition trends.",
140,Israel's parliament passed a law on Tuesday that could see groups critical of government policies toward the Palestinians banned from entering ...,startpage,[1],https://www.reuters.com/article/us-isr[...]te-military-from-schools-idUSKBN1K70FF,2018-07-16 00:00:00,1.0,"Israel passes law to ban groups critical of state, military from schools ...",https://www.reuters.com/article/us-israel-politics-schools/israel-passes-law-to-ban-groups-critical-of-state-military-from-schools-idUSKBN1K70FF,groups+banned,israel+groups+banned,groups,israel,Israel's parliament passed a law on Tuesday that could see groups critical of government policies toward the Palestinians banned from entering,2018-07-16 00:00:00
141,"In 2000, to by-pass the ban, Israel was admitted as a temporary member of Western European and Others Group, subject to annual renewal, but only in WEOG's ...",startpage,[2],https://en.wikipedia.org/wiki/Boycotts_of_Israel,,0.5,Boycotts of Israel - Wikipedia,https://en.wikipedia.org/wiki/Boycotts_of_Israel,groups+banned,israel+groups+banned,groups,israel,"In 2000, to by-pass the ban, Israel was admitted as a temporary member of Western European and Others Group, subject to annual renewal, but only in WEOG's",
142,"On 7 January 2018, Israel's Ministry of Strategic Affairs published a list of twenty specific non-government organizations whose officials would be banned from ...",startpage,[3],"https://en.wikipedia.org/wiki/Boycott,_Divestment_and_Sanctions",,0.3333333333333333,"Boycott, Divestment and Sanctions - Wikipedia","https://en.wikipedia.org/wiki/Boycott,_Divestment_and_Sanctions",groups+banned,israel+groups+banned,groups,israel,"On 7 January 2018, Israel's Ministry of Strategic Affairs published a list of twenty specific non-government organizations whose officials would be banned from",
143,"The American Israel Public Affairs Committee, a pro-Israel lobbying group, also said it was a mistake. In a statement, Mr. Netanyahu said Israel ...",startpage,[4],https://www.nytimes.com/2019/08/15/wor[...]iddleeast/trump-israel-omar-tlaib.html,2019-08-15 00:00:00,0.25,Israeli Decision on Omar and Tlaib Inflames Politics in Two Countries,https://www.nytimes.com/2019/08/15/world/middleeast/trump-israel-omar-tlaib.html,groups+banned,israel+groups+banned,groups,israel,"The American Israel Public Affairs Committee, a pro-Israel lobbying group, also said it was a mistake. In a statement, Mr. Netanyahu said Israel",2019-08-15 00:00:00
144,"Who is behind Israel's Archimedes Group, banned by Facebook for election fakery? Website of company that boasted it would 'change reality' for ...",startpage,[5],https://www.timesofisrael.com/who-is-b[...]anned-by-facebook-for-election-fakery/,2019-05-19 00:00:00,0.2,"Who is behind Israel's Archimedes Group, banned by Facebook for ...",https://www.timesofisrael.com/who-is-behind-israels-archimedes-group-banned-by-facebook-for-election-fakery/,groups+banned,israel+groups+banned,groups,israel,"Who is behind Israel's Archimedes Group, banned by Facebook for election fakery? Website of company that boasted it would 'change reality' for",2019-05-19 00:00:00
145,Israel's strategic affairs ministry publishes a list of 20 international groups banned from entering the country.,startpage,[6],https://www.aljazeera.com/news/2018/01[...]roups-bds-support-180107185543008.html,2018-01-07 00:00:00,0.16666666666666666,Israel bans entry for 20 groups over BDS support | Israeli ...,https://www.aljazeera.com/news/2018/01/israel-bans-entry-20-groups-bds-support-180107185543008.html,groups+banned,israel+groups+banned,groups,israel,Israel's strategic affairs ministry publishes a list of 20 international groups banned from entering the country.,2018-01-07 00:00:00
146,Israel's Strategic Affairs Ministry had for months refused to divulge which ... We oppose the government's travel ban and all its actions to punish ...,startpage,[7],https://www.haaretz.com/israel-news/is[...]-groups-will-be-denied-entry-1.5729880,2018-01-07 00:00:00,0.14285714285714285,Israel publishes BDS blacklist: These are the 20 groups whose ...,https://www.haaretz.com/israel-news/israel-publishes-bds-blacklist-these-20-groups-will-be-denied-entry-1.5729880,groups+banned,israel+groups+banned,groups,israel,Israel's Strategic Affairs Ministry had for months refused to divulge which We oppose the government's travel ban and all its actions to punish,2018-01-07 00:00:00
147,"Although details of the ban have yet to be fully worked out, the ministry said that there was no intention of barring entry to individuals who express ...",startpage,[8],https://www.washingtonpost.com/news/wo[...]tting-israel-will-now-be-denied-entry/,2018-01-07 00:00:00,0.125,20 groups that advocate boycotting Israel will now be denied entry ...,https://www.washingtonpost.com/news/worldviews/wp/2018/01/07/18-groups-that-advocate-boycotting-israel-will-now-be-denied-entry/,groups+banned,israel+groups+banned,groups,israel,"Although details of the ban have yet to be fully worked out, the ministry said that there was no intention of barring entry to individuals who express",2018-01-07 00:00:00
148,Speaking to them today with groups disappearing faster than a ... Ministry banning all tourists from entering Israel and requiring Israelis to enter ...,startpage,[9],https://www.jpost.com/Opinion/Coronavi[...]-industry-Loss-and-hope-comment-620224,2020-03-08 00:00:00,0.1111111111111111,Coronavirus and Israel's tourism industry: Loss and hope – comment ...,https://www.jpost.com/Opinion/Coronavirus-and-Israels-tourism-industry-Loss-and-hope-comment-620224,groups+banned,israel+groups+banned,groups,israel,Speaking to them today with groups disappearing faster than a Ministry banning all tourists from entering Israel and requiring Israelis to enter,2020-03-08 00:00:00
149,British groups War on Want and Palestine Solidarity Campaign among those whose staff are barred from visiting Israel.,startpage,[10],https://www.theguardian.com/world/2018[...]-20-foreign-ngos-over-boycott-movement,2018-01-07 00:00:00,0.1,Israel imposes travel ban on 20 foreign NGOs over boycott ...,https://www.theguardian.com/world/2018/jan/07/israel-imposes-travel-ban-on-20-foreign-ngos-over-boycott-movement,groups+banned,israel+groups+banned,groups,israel,British groups War on Want and Palestine Solidarity Campaign among those whose staff are barred from visiting Israel.,2018-01-07 00:00:00
150,The Gathering of Israel is the biblical promise of Deuteronomy 30:1-5 given by Moses to the people of Israel prior to their entrance into the Land of Israel (Eretz ...,startpage,[1],https://en.wikipedia.org/wiki/Gathering_of_Israel,,1.0,Gathering of Israel - Wikipedia,https://en.wikipedia.org/wiki/Gathering_of_Israel,gathering+people,israel+gathering+people,groups,israel,The Gathering of Israel is the biblical promise of Deuteronomy 30:1-5 given by Moses to the people of Israel prior to their entrance into the Land of Israel (Eretz,
151,"In Israel, the Health Ministry said Thursday that 677 people have now been confirmed as being infected with the virus, a jump of over 200 from ...",startpage,[2],https://www.timesofisrael.com/israel-w[...]-keep-gathering-official-said-to-warn/,2020-03-20 01:26:49,0.5,"Israel will become Italy if ultra-Orthodox keep gathering, official said ...",https://www.timesofisrael.com/israel-will-become-italy-if-ultra-orthodox-keep-gathering-official-said-to-warn/,gathering+people,israel+gathering+people,groups,israel,"In Israel, the Health Ministry said Thursday that 677 people have now been confirmed as being infected with the virus, a jump of over 200 from",2020-03-20 01:26:49
152,"An ultra-Orthodox Jewish man walks past people praying at the ... holding prayers in large gatherings, but will divide the praying public so as to ...",startpage,[3],https://www.timesofisrael.com/chief-ra[...]rge-prayer-gatherings-at-western-wall/,2020-03-12 00:00:00,0.3333333333333333,Israel's chief rabbis call on Jews to avoid visiting the Western Wall ...,https://www.timesofisrael.com/chief-rabbis-call-off-large-prayer-gatherings-at-western-wall/,gathering+people,israel+gathering+people,groups,israel,"An ultra-Orthodox Jewish man walks past people praying at the holding prayers in large gatherings, but will divide the praying public so as to",2020-03-12 00:00:00
153,"The physical gathering of Israel means that the covenant people will be “gathered home to the lands of their inheritance, and shall be established in all their lands ...",startpage,[4],https://www.churchofjesuschrist.org/st[...]hering-of-the-house-of-israel?lang=eng,,0.25,Chapter 42: The Gathering of the House of Israel,https://www.churchofjesuschrist.org/study/manual/gospel-principles/chapter-42-the-gathering-of-the-house-of-israel?lang=eng,gathering+people,israel+gathering+people,groups,israel,"The physical gathering of Israel means that the covenant people will be “gathered home to the lands of their inheritance, and shall be established in all their lands",
