,content,engine,positions,pretty_url,pubdate,score,title,url,searchvalue,searchquery,ResponseCategory,country,contentDate,Date
100,"Who is behind Israel's Archimedes Group, banned by Facebook for election fakery? Website of company that boasted it would 'change reality' for ...",startpage,[5],https://www.timesofisrael.com/who-is-b[...]anned-by-facebook-for-election-fakery/,2019-05-19 00:00:00,0.2,"Who is behind Israel's Archimedes Group, banned by Facebook for ...",https://www.timesofisrael.com/who-is-behind-israels-archimedes-group-banned-by-facebook-for-election-fakery/,groups+banned,israel+groups+banned,groups,israel,"Who is behind Israel's Archimedes Group, banned by Facebook for election fakery? Website of company that boasted it would 'change reality' for",2019-05-19 00:00:00
101,Israel's strategic affairs ministry publishes a list of 20 international groups banned from entering the country.,startpage,[6],https://www.aljazeera.com/news/2018/01[...]roups-bds-support-180107185543008.html,2018-01-07 00:00:00,0.16666666666666666,Israel bans entry for 20 groups over BDS support | Israeli ...,https://www.aljazeera.com/news/2018/01/israel-bans-entry-20-groups-bds-support-180107185543008.html,groups+banned,israel+groups+banned,groups,israel,Israel's strategic affairs ministry publishes a list of 20 international groups banned from entering the country.,2018-01-07 00:00:00
102,Israel's Strategic Affairs Ministry had for months refused to divulge which ... We oppose the government's travel ban and all its actions to punish ...,startpage,[7],https://www.haaretz.com/israel-news/is[...]-groups-will-be-denied-entry-1.5729880,2018-01-07 00:00:00,0.14285714285714285,Israel publishes BDS blacklist: These are the 20 groups whose ...,https://www.haaretz.com/israel-news/israel-publishes-bds-blacklist-these-20-groups-will-be-denied-entry-1.5729880,groups+banned,israel+groups+banned,groups,israel,Israel's Strategic Affairs Ministry had for months refused to divulge which We oppose the government's travel ban and all its actions to punish,2018-01-07 00:00:00
103,"Although details of the ban have yet to be fully worked out, the ministry said that there was no intention of barring entry to individuals who express ...",startpage,[8],https://www.washingtonpost.com/news/wo[...]tting-israel-will-now-be-denied-entry/,2018-01-07 00:00:00,0.125,20 groups that advocate boycotting Israel will now be denied entry ...,https://www.washingtonpost.com/news/worldviews/wp/2018/01/07/18-groups-that-advocate-boycotting-israel-will-now-be-denied-entry/,groups+banned,israel+groups+banned,groups,israel,"Although details of the ban have yet to be fully worked out, the ministry said that there was no intention of barring entry to individuals who express",2018-01-07 00:00:00
104,Speaking to them today with groups disappearing faster than a ... Ministry banning all tourists from entering Israel and requiring Israelis to enter ...,startpage,[9],https://www.jpost.com/Opinion/Coronavi[...]-industry-Loss-and-hope-comment-620224,2020-03-08 00:00:00,0.1111111111111111,Coronavirus and Israel's tourism industry: Loss and hope – comment ...,https://www.jpost.com/Opinion/Coronavirus-and-Israels-tourism-industry-Loss-and-hope-comment-620224,groups+banned,israel+groups+banned,groups,israel,Speaking to them today with groups disappearing faster than a Ministry banning all tourists from entering Israel and requiring Israelis to enter,2020-03-08 00:00:00
105,British groups War on Want and Palestine Solidarity Campaign among those whose staff are barred from visiting Israel.,startpage,[10],https://www.theguardian.com/world/2018[...]-20-foreign-ngos-over-boycott-movement,2018-01-07 00:00:00,0.1,Israel imposes travel ban on 20 foreign NGOs over boycott ...,https://www.theguardian.com/world/2018/jan/07/israel-imposes-travel-ban-on-20-foreign-ngos-over-boycott-movement,groups+banned,israel+groups+banned,groups,israel,British groups War on Want and Palestine Solidarity Campaign among those whose staff are barred from visiting Israel.,2018-01-07 00:00:00
106,"In Israel, the Health Ministry said Thursday that 677 people have now been confirmed as being infected with the virus, a jump of over 200 from ...",startpage,[2],https://www.timesofisrael.com/israel-w[...]-keep-gathering-official-said-to-warn/,2020-03-20 01:26:49,0.5,"Israel will become Italy if ultra-Orthodox keep gathering, official said ...",https://www.timesofisrael.com/israel-will-become-italy-if-ultra-orthodox-keep-gathering-official-said-to-warn/,gathering+people,israel+gathering+people,groups,israel,"In Israel, the Health Ministry said Thursday that 677 people have now been confirmed as being infected with the virus, a jump of over 200 from",2020-03-20 01:26:49
107,"An ultra-Orthodox Jewish man walks past people praying at the ... holding prayers in large gatherings, but will divide the praying public so as to ...",startpage,[3],https://www.timesofisrael.com/chief-ra[...]rge-prayer-gatherings-at-western-wall/,2020-03-12 00:00:00,0.3333333333333333,Israel's chief rabbis call on Jews to avoid visiting the Western Wall ...,https://www.timesofisrael.com/chief-rabbis-call-off-large-prayer-gatherings-at-western-wall/,gathering+people,israel+gathering+people,groups,israel,"An ultra-Orthodox Jewish man walks past people praying at the holding prayers in large gatherings, but will divide the praying public so as to",2020-03-12 00:00:00
108,"On Tuesday, Israel limited the gatherings to a maximum of 2,000 people, a substantial decrease from the previously allowed number of 5,000 ...",startpage,[5],https://www.theyeshivaworld.com/news/f[...]with-more-than-100-people-allowed.html,2020-03-11 00:00:00,0.2,"BANNED IN ISRAEL: No Chasunahs, Shuls, Batei Mdrashim & Any ...",https://www.theyeshivaworld.com/news/featured/1839181/breaking-in-israel-no-chasunahs-shuls-batei-mdrashim-any-gathering-with-more-than-100-people-allowed.html,gathering+people,israel+gathering+people,groups,israel,"On Tuesday, Israel limited the gatherings to a maximum of 2,000 people, a substantial decrease from the previously allowed number of 5,000",2020-03-11 00:00:00
109,"Israel limits gatherings to 100 people as coronavirus cases climb to 97. Prime Minister Benjamin Netanyahu said that ""It will get worse before it ...",startpage,[6],https://www.jpost.com/Israel-News/Coro[...]ase-of-unknown-origin-confirmed-620578,2020-03-11 00:00:00,0.16666666666666666,Israel limits gatherings to 100 people as coronavirus cases climb to 97,https://www.jpost.com/Israel-News/Coronavirus-cases-climb-to-77-second-case-of-unknown-origin-confirmed-620578,gathering+people,israel+gathering+people,groups,israel,"Israel limits gatherings to 100 people as coronavirus cases climb to 97. Prime Minister Benjamin Netanyahu said that ""It will get worse before it",2020-03-11 00:00:00
110,Twenty-four Israeli patients in serious condition □ Palestinian PM ... halted daily life and led to tens of thousands of people entering quarantine.,startpage,[7],https://www.haaretz.com/israel-news/do[...]ine-after-arriving-in-israel-1.8689682,2020-03-24 01:26:49,0.14285714285714285,"Palestinian PM orders West Bank lockdown; more than 1,000 ...",https://www.haaretz.com/israel-news/dozens-of-new-york-hasidic-jews-in-coronavirus-quarantine-after-arriving-in-israel-1.8689682,gathering+people,israel+gathering+people,groups,israel,Twenty-four Israeli patients in serious condition □ Palestinian PM halted daily life and led to tens of thousands of people entering quarantine.,2020-03-24 01:26:49
111,"... banning indoor gatherings of over 100 people, urges people to avoid unnecessary gatherings. □ All foreigners are not be allowed into Israel, ...",startpage,[8],https://www.haaretz.com/israel-news/.p[...]agogue-closes-aipac-positive-1.8660231,2020-03-13 00:00:00,0.125,Israel shutters schools and universities as coronavirus cases rise to ...,https://www.haaretz.com/israel-news/.premium-israel-25-more-coronavirus-new-regulations-toronto-synagogue-closes-aipac-positive-1.8660231,gathering+people,israel+gathering+people,groups,israel,"... banning indoor gatherings of over 100 people, urges people to avoid unnecessary gatherings. □ All foreigners are not be allowed into Israel,",2020-03-13 00:00:00
112,Israeli Prime Minister Benjamin Netanyahu on Wednesday announced that gatherings of 100 or more people in Israel will be banned in an ...,startpage,[9],https://www.foxnews.com/world/israel-l[...]s-to-100-people-because-of-coronavirus,2020-03-11 00:00:00,0.1111111111111111,Israel limits gatherings to 100 people because of coronavirus | Fox ...,https://www.foxnews.com/world/israel-limits-gatherings-to-100-people-because-of-coronavirus,gathering+people,israel+gathering+people,groups,israel,Israeli Prime Minister Benjamin Netanyahu on Wednesday announced that gatherings of 100 or more people in Israel will be banned in an,2020-03-11 00:00:00
113,"On March 18, the Israeli Ministry of Health released updated ... demonstrations, strikes, and large gatherings (possibly of 50 persons or more) ...",startpage,[10],https://il.usembassy.gov/covid-19-information/,2020-03-23 01:26:49,0.1,COVID-19 Information | U.S. Embassy in Israel,https://il.usembassy.gov/covid-19-information/,gathering+people,israel+gathering+people,groups,israel,"On March 18, the Israeli Ministry of Health released updated demonstrations, strikes, and large gatherings (possibly of 50 persons or more)",2020-03-23 01:26:49
114,Israeli police officers seen raid the ultra-Orthodox Jewish ... will have powers break up illegal gatherings and fine people who flout the rules.,startpage,[1],https://www.timesofisrael.com/liveblog-march-24-2020/,2020-03-25 01:26:51,1.0,Ministers to approve new lockdown rules as virus death toll climbs to 3,https://www.timesofisrael.com/liveblog-march-24-2020/,people+restrictions,israel+people+restrictions,groups,israel,Israeli police officers seen raid the ultra-Orthodox Jewish will have powers break up illegal gatherings and fine people who flout the rules.,2020-03-25 01:26:51
115,"Government reportedly to announce strictest limitations yet, including shuttering all ... and pharmacies and keeping people within 150 meters of home. ... aimed at enforcing the social distancing rules, put many Israelis have ...",startpage,[2],https://www.timesofisrael.com/no-buses[...]w-restrictions-said-set-to-be-applied/,2020-03-24 01:26:51,0.5,"No buses, strolls or shopping: Drastic new restrictions said set to be ...",https://www.timesofisrael.com/no-buses-strolls-or-shopping-drastic-new-restrictions-said-set-to-be-applied/,people+restrictions,israel+people+restrictions,groups,israel,"Government reportedly to announce strictest limitations yet, including shuttering all and pharmacies and keeping people within 150 meters of home. aimed at enforcing the social distancing rules, put many Israelis have",2020-03-24 01:26:51
116,"11 hours ago ... The new steps will further restrict the movement of Israelis, effectively keeping the people in their homes except for emergency situations.",startpage,[3],https://www.ynetnews.com/article/WKIROBUEX,,0.3333333333333333,"Israel's new coronavirus restrictions - no leaving home, unless ...",https://www.ynetnews.com/article/WKIROBUEX,people+restrictions,israel+people+restrictions,groups,israel,2020-03-25,2020-03-25 00:00:00
117,"5 hours ago ... Death toll in Israel rises to five, as confirmed cases pass 2300 ... warns of imminent curfew □ New regulations limit Israelis to 100-meter radius of ... halted daily life and led to tens of thousands of people entering quarantine.",startpage,[4],https://www.haaretz.com/israel-news/co[...]n-pm-orders-lockdown-in-west-1.8700788,,0.25,Israelis under lockdown as strict regulations to contain the ... - Haaretz,https://www.haaretz.com/israel-news/coronavirus-cases-in-israel-surge-past-1-000-palestinian-pm-orders-lockdown-in-west-1.8700788,people+restrictions,israel+people+restrictions,groups,israel,2020-03-25,2020-03-25 00:00:00
118,"Israel will ultimately be divided into quadrants, and police and the IDF will ... Netanyahu implemented further restrictions, forbidding people from ...",startpage,[7],https://www.jpost.com/HEALTH-SCIENCE/C[...]strictions-as-patients-hit-1238-621986,2020-03-24 01:26:51,0.14285714285714285,"Coronavirus restrictions upped: Go to work, supermarket only or face ...",https://www.jpost.com/HEALTH-SCIENCE/Coronavirus-Netanyahu-considers-upping-restrictions-as-patients-hit-1238-621986,people+restrictions,israel+people+restrictions,groups,israel,"Israel will ultimately be divided into quadrants, and police and the IDF will Netanyahu implemented further restrictions, forbidding people from",2020-03-24 01:26:51
119,Three people were arrested on Wednesday for holding a wedding with more than 100 people.,startpage,[8],https://www.washingtonpost.com/world/c[...]6857-11ea-b199-3a9799c54512_story.html,2020-03-18 00:00:00,0.125,Coronavirus restrictions force Israeli couples to hold creative — and ...,https://www.washingtonpost.com/world/corona-restrictions-force-israeli-couples-to-hold-creative--and-clandestine--weddings/2020/03/18/3c5a8916-6857-11ea-b199-3a9799c54512_story.html,people+restrictions,israel+people+restrictions,groups,israel,Three people were arrested on Wednesday for holding a wedding with more than 100 people.,2020-03-18 00:00:00
120,Travelers should be prepared for travel restrictions related to COVID-19 ... The Israeli Population and Immigration Authority (PIBA) automatically ...,startpage,[9],https://il.usembassy.gov/covid-19-information/,2020-03-23 01:26:51,0.1111111111111111,COVID-19 Information | U.S. Embassy in Israel,https://il.usembassy.gov/covid-19-information/,people+restrictions,israel+people+restrictions,groups,israel,Travelers should be prepared for travel restrictions related to COVID-19 The Israeli Population and Immigration Authority (PIBA) automatically,2020-03-23 01:26:51
121,"People wearing face masks at Ben Gurion International Airport near Tel Aviv, ... The recall came as the Israeli government tightened restrictions ...",startpage,[10],https://www.jta.org/2020/03/11/israel/[...]restrictions-tighten-in-their-homeland,2020-03-11 00:00:00,0.1,Thousands of Israelis in the US called home as coronavirus ...,https://www.jta.org/2020/03/11/israel/thousands-of-israelis-in-the-us-called-home-as-coronavirus-restrictions-tighten-in-their-homeland,people+restrictions,israel+people+restrictions,groups,israel,"People wearing face masks at Ben Gurion International Airport near Tel Aviv, The recall came as the Israeli government tightened restrictions",2020-03-11 00:00:00
122,"Knesset officials say MKs will enter plenum to vote Monday in groups of 6 ... A nearly empty plenum, due to restrictions against the coronavirus, ... The Israeli military identifies one of the recently diagnosed carriers of the ...",startpage,[1],https://www.timesofisrael.com/liveblog-march-22-2020/,2020-03-23 01:26:52,1.0,Knesset officials say MKs will enter plenum to vote Monday in ...,https://www.timesofisrael.com/liveblog-march-22-2020/,groups+restrictions,israel+groups+restrictions,groups,israel,"Knesset officials say MKs will enter plenum to vote Monday in groups of 6 A nearly empty plenum, due to restrictions against the coronavirus, The Israeli military identifies one of the recently diagnosed carriers of the",2020-03-23 01:26:52
123,"7:22 a.m. Some Orthodox rabbis in Israel approve a Zoom seder: A ... to follow social distancing rules, including limits on daily group prayers ...",startpage,[2],https://www.jta.org/2020/03/05/global/[...]ownsizes-services-move-online-and-more,2020-03-05 00:00:00,0.5,"Jewish coronavirus updates: Death toll mounts, some Orthodox ...",https://www.jta.org/2020/03/05/global/the-latest-jewish-coronavirus-updates-el-al-downsizes-services-move-online-and-more,groups+restrictions,israel+groups+restrictions,groups,israel,"7:22 a.m. Some Orthodox rabbis in Israel approve a Zoom seder: A to follow social distancing rules, including limits on daily group prayers",2020-03-05 00:00:00
124,"Analysis How Special Interests Are Influencing Israel's Coronavirus Restrictions. Away from the public eye, ministers push for exceptions to ...",startpage,[5],https://www.haaretz.com/israel-news/.p[...]l-s-coronavirus-restrictions-1.8699969,2020-03-24 01:26:52,0.2,How special interests are influencing Israel's coronavirus restrictions ...,https://www.haaretz.com/israel-news/.premium-how-special-interests-are-influencing-israel-s-coronavirus-restrictions-1.8699969,groups+restrictions,israel+groups+restrictions,groups,israel,"Analysis How Special Interests Are Influencing Israel's Coronavirus Restrictions. Away from the public eye, ministers push for exceptions to",2020-03-24 01:26:52
125,Travelers should be prepared for travel restrictions related to COVID-19 to be put into effect with little or no advance notice. Flights into or out of ...,startpage,[8],https://il.usembassy.gov/covid-19-information/,2020-03-23 01:26:52,0.125,COVID-19 Information | U.S. Embassy in Israel,https://il.usembassy.gov/covid-19-information/,groups+restrictions,israel+groups+restrictions,groups,israel,Travelers should be prepared for travel restrictions related to COVID-19 to be put into effect with little or no advance notice. Flights into or out of,2020-03-23 01:26:52
